tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
6/1/2013,50,12,20.0,81,16,81,O3,SEDANG,JAKARTA
6/2/2013,67,16,42.0,69,27,69,O3,SEDANG,JAKARTA
6/3/2013,64,12,28.0,60,17,64,PM10,SEDANG,JAKARTA
6/4/2013,56,10,31.0,45,17,56,PM10,SEDANG,JAKARTA
6/5/2013,62,11,42.0,95,18,95,O3,SEDANG,JAKARTA
6/6/2013,53,9,32.0,48,14,53,PM10,SEDANG,JAKARTA
6/7/2013,76,18,53.0,149,29,149,O3,TIDAK SEHAT,JAKARTA
6/8/2013,111,25,62.0,129,21,129,O3,TIDAK SEHAT,JAKARTA
6/9/2013,68,33,42.0,153,21,153,O3,TIDAK SEHAT,JAKARTA
6/10/2013,59,23,28.0,113,20,113,O3,TIDAK SEHAT,JAKARTA
6/11/2013,66,19,35.0,116,19,116,O3,TIDAK SEHAT,JAKARTA
6/12/2013,37,10,33.0,55,12,55,O3,SEDANG,JAKARTA
6/13/2013,70,29,58.0,72,25,72,O3,SEDANG,JAKARTA
6/14/2013,56,23,51.0,71,13,71,O3,SEDANG,JAKARTA
6/15/2013,67,28,35.0,74,13,74,O3,SEDANG,JAKARTA
6/16/2013,85,33,71.0,151,21,151,O3,TIDAK SEHAT,JAKARTA
6/17/2013,84,15,53.0,124,19,124,O3,TIDAK SEHAT,JAKARTA
6/18/2013,78,14,54.0,65,25,78,PM10,SEDANG,JAKARTA
6/19/2013,64,18,35.0,60,15,64,PM10,SEDANG,JAKARTA
6/20/2013,68,21,45.0,74,17,74,O3,SEDANG,JAKARTA
6/21/2013,99,24,77.0,90,30,99,PM10,SEDANG,JAKARTA
6/22/2013,92,31,81.0,82,16,92,PM10,SEDANG,JAKARTA
6/23/2013,74,28,66.0,97,11,97,O3,SEDANG,JAKARTA
6/24/2013,106,34,40.0,114,18,114,O3,TIDAK SEHAT,JAKARTA
6/25/2013,87,39,45.0,140,21,140,O3,TIDAK SEHAT,JAKARTA
6/26/2013,93,40,34.0,101,26,101,O3,TIDAK SEHAT,JAKARTA
6/27/2013,83,52,58.0,89,26,89,O3,SEDANG,JAKARTA
6/28/2013,59,23,38.0,68,19,68,O3,SEDANG,JAKARTA
6/29/2013,87,34,81.0,79,14,87,PM10,SEDANG,JAKARTA
6/30/2013,73,40,35.0,69,14,73,PM10,SEDANG,JAKARTA
7/1/2013,63,30,31.0,71,20,71,O3,SEDANG,JAKARTA
7/2/2013,82,28,43.0,79,21,82,PM10,SEDANG,JAKARTA
7/3/2013,57,16,43.0,134,23,134,O3,TIDAK SEHAT,JAKARTA
7/4/2013,58,29,51.0,43,23,58,PM10,SEDANG,JAKARTA
7/5/2013,60,40,49.0,64,22,64,O3,SEDANG,JAKARTA
7/6/2013,58,22,46.0,56,15,58,PM10,SEDANG,JAKARTA
7/7/2013,83,19,58.0,65,16,83,PM10,SEDANG,JAKARTA
7/8/2013,104,36,98.0,109,17,109,O3,TIDAK SEHAT,JAKARTA
7/9/2013,72,20,36.0,121,18,121,O3,TIDAK SEHAT,JAKARTA
7/10/2013,57,14,37.0,104,20,104,O3,TIDAK SEHAT,JAKARTA
7/11/2013,80,19,45.0,118,26,118,O3,TIDAK SEHAT,JAKARTA
7/12/2013,60,28,45.0,88,21,88,O3,SEDANG,JAKARTA
7/13/2013,60,27,39.0,83,19,83,O3,SEDANG,JAKARTA
7/14/2013,35,13,32.0,74,20,74,O3,SEDANG,JAKARTA
7/15/2013,65,27,48.0,76,19,76,O3,SEDANG,JAKARTA
7/16/2013,77,31,43.0,66,23,77,PM10,SEDANG,JAKARTA
7/17/2013,74,20,50.0,117,25,117,O3,TIDAK SEHAT,JAKARTA
7/18/2013,75,19,45.0,84,20,84,O3,SEDANG,JAKARTA
7/19/2013,64,23,41.0,99,21,99,O3,SEDANG,JAKARTA
7/20/2013,76,19,39.0,129,17,129,O3,TIDAK SEHAT,JAKARTA
7/21/2013,77,25,56.0,105,22,105,O3,TIDAK SEHAT,JAKARTA
7/22/2013,62,21,40.0,112,19,112,O3,TIDAK SEHAT,JAKARTA
7/23/2013,81,23,81.0,93,23,93,O3,SEDANG,JAKARTA
7/24/2013,64,30,46.0,64,17,64,PM10,SEDANG,JAKARTA
7/25/2013,65,24,44.0,56,13,65,PM10,SEDANG,JAKARTA
7/26/2013,57,19,25.0,51,9,57,PM10,SEDANG,JAKARTA
7/27/2013,72,27,30.0,91,15,91,O3,SEDANG,JAKARTA
7/28/2013,78,23,58.0,78,24,78,PM10,SEDANG,JAKARTA
7/29/2013,80,23,35.0,115,19,115,O3,TIDAK SEHAT,JAKARTA
7/30/2013,68,37,35.0,85,20,85,O3,SEDANG,JAKARTA
7/31/2013,75,18,32.0,88,21,88,O3,SEDANG,JAKARTA
8/1/2013,70,22,32.0,104,20,104,O3,TIDAK SEHAT,JAKARTA
8/2/2013,63,25,37.0,75,15,75,O3,SEDANG,JAKARTA
8/3/2013,68,23,33.0,72,16,72,O3,SEDANG,JAKARTA
8/4/2013,73,23,38.0,75,12,75,O3,SEDANG,JAKARTA
8/5/2013,69,19,33.0,87,27,87,O3,SEDANG,JAKARTA
8/6/2013,95,19,59.0,122,19,122,O3,TIDAK SEHAT,JAKARTA
8/7/2013,61,15,22.0,86,17,86,O3,SEDANG,JAKARTA
8/8/2013,67,18,58.0,94,13,94,O3,SEDANG,JAKARTA
8/9/2013,53,37,28.0,87,14,87,O3,SEDANG,JAKARTA
8/10/2013,66,22,36.0,117,11,117,O3,TIDAK SEHAT,JAKARTA
8/11/2013,59,24,32.0,92,15,92,O3,SEDANG,JAKARTA
8/12/2013,57,16,23.0,110,15,110,O3,TIDAK SEHAT,JAKARTA
8/13/2013,65,22,39.0,119,18,119,O3,TIDAK SEHAT,JAKARTA
8/14/2013,64,38,22.0,115,17,115,O3,TIDAK SEHAT,JAKARTA
8/15/2013,72,32,25.0,59,15,72,PM10,SEDANG,JAKARTA
8/16/2013,67,28,27.0,68,10,68,O3,SEDANG,JAKARTA
8/17/2013,68,28,34.0,66,10,68,PM10,SEDANG,JAKARTA
8/18/2013,54,16,25.0,79,13,79,O3,SEDANG,JAKARTA
8/19/2013,60,29,32.0,71,16,71,O3,SEDANG,JAKARTA
8/20/2013,61,24,27.0,110,19,110,O3,TIDAK SEHAT,JAKARTA
8/21/2013,83,31,30.0,107,20,107,O3,TIDAK SEHAT,JAKARTA
8/22/2013,79,26,29.0,85,14,85,O3,SEDANG,JAKARTA
8/23/2013,87,21,39.0,113,22,113,O3,TIDAK SEHAT,JAKARTA
8/24/2013,75,26,40.0,88,19,88,O3,SEDANG,JAKARTA
8/25/2013,73,42,26.0,75,13,75,O3,SEDANG,JAKARTA
8/26/2013,78,40,25.0,71,14,78,PM10,SEDANG,JAKARTA
8/27/2013,72,32,27.0,85,14,85,O3,SEDANG,JAKARTA
8/28/2013,74,26,28.0,124,23,124,O3,TIDAK SEHAT,JAKARTA
8/29/2013,74,30,27.0,71,13,74,PM10,SEDANG,JAKARTA
8/30/2013,91,21,34.0,69,17,91,PM10,SEDANG,JAKARTA
8/31/2013,68,19,28.0,81,15,81,O3,SEDANG,JAKARTA
9/1/2013,74,23,33.0,67,13,74,PM10,SEDANG,JAKARTA
9/2/2013,76,29,30.0,109,15,109,O3,TIDAK SEHAT,JAKARTA
9/3/2013,82,22,42.0,125,24,125,O3,TIDAK SEHAT,JAKARTA
9/4/2013,75,19,33.0,98,19,98,O3,SEDANG,JAKARTA
9/5/2013,77,20,32.0,139,24,139,O3,TIDAK SEHAT,JAKARTA
9/6/2013,67,18,31.0,123,19,123,O3,TIDAK SEHAT,JAKARTA
9/7/2013,70,20,32.0,78,20,78,O3,SEDANG,JAKARTA
9/8/2013,63,23,26.0,92,15,92,O3,SEDANG,JAKARTA
9/9/2013,68,24,34.0,90,20,90,O3,SEDANG,JAKARTA
9/10/2013,80,44,42.0,98,21,98,O3,SEDANG,JAKARTA
9/11/2013,77,27,33.0,105,18,105,O3,TIDAK SEHAT,JAKARTA
9/12/2013,76,33,29.0,70,17,76,PM10,SEDANG,JAKARTA
9/13/2013,83,40,32.0,114,22,114,O3,TIDAK SEHAT,JAKARTA
9/14/2013,71,30,28.0,113,19,113,O3,TIDAK SEHAT,JAKARTA
9/15/2013,66,25,35.0,98,17,98,O3,SEDANG,JAKARTA
9/16/2013,54,21,35.0,63,17,63,O3,SEDANG,JAKARTA
9/17/2013,68,30,34.0,138,26,138,O3,TIDAK SEHAT,JAKARTA
9/18/2013,77,19,30.0,110,27,110,O3,TIDAK SEHAT,JAKARTA
9/19/2013,71,37,30.0,91,19,91,O3,SEDANG,JAKARTA
9/20/2013,71,34,32.0,84,21,84,O3,SEDANG,JAKARTA
9/21/2013,70,26,25.0,134,19,134,O3,TIDAK SEHAT,JAKARTA
9/22/2013,67,25,33.0,107,17,107,O3,TIDAK SEHAT,JAKARTA
9/23/2013,69,27,30.0,128,27,128,O3,TIDAK SEHAT,JAKARTA
9/24/2013,76,30,27.0,79,22,79,O3,SEDANG,JAKARTA
9/25/2013,76,31,30.0,117,30,117,O3,TIDAK SEHAT,JAKARTA
9/26/2013,67,22,26.0,100,19,100,O3,SEDANG,JAKARTA
9/27/2013,65,31,31.0,118,25,118,O3,TIDAK SEHAT,JAKARTA
9/28/2013,72,37,26.0,91,18,91,O3,SEDANG,JAKARTA
9/29/2013,77,37,26.0,88,12,88,O3,SEDANG,JAKARTA
9/30/2013,73,33,29.0,69,18,73,PM10,SEDANG,JAKARTA
10/1/2013,101,40,39.0,85,25,101,PM10,TIDAK SEHAT,JAKARTA
10/2/2013,82,31,45.0,110,21,110,O3,TIDAK SEHAT,JAKARTA
10/3/2013,75,27,33.0,110,24,110,O3,TIDAK SEHAT,JAKARTA
10/4/2013,85,22,31.0,134,23,134,O3,TIDAK SEHAT,JAKARTA
10/5/2013,78,28,35.0,107,18,107,O3,TIDAK SEHAT,JAKARTA
10/6/2013,75,26,30.0,134,21,134,O3,TIDAK SEHAT,JAKARTA
10/7/2013,67,37,31.0,101,17,101,O3,TIDAK SEHAT,JAKARTA
10/8/2013,90,26,32.0,88,22,90,PM10,SEDANG,JAKARTA
10/9/2013,70,34,29.0,117,19,117,O3,TIDAK SEHAT,JAKARTA
10/10/2013,66,22,31.0,93,21,93,O3,SEDANG,JAKARTA
10/11/2013,71,21,38.0,107,21,107,O3,TIDAK SEHAT,JAKARTA
10/12/2013,62,31,29.0,121,20,121,O3,TIDAK SEHAT,JAKARTA
10/13/2013,67,25,22.0,119,14,119,O3,TIDAK SEHAT,JAKARTA
10/14/2013,66,32,36.0,120,18,120,O3,TIDAK SEHAT,JAKARTA
10/15/2013,56,23,24.0,80,15,80,O3,SEDANG,JAKARTA
10/16/2013,76,34,25.0,80,14,80,O3,SEDANG,JAKARTA
10/17/2013,72,25,24.0,55,14,72,PM10,SEDANG,JAKARTA
10/18/2013,73,27,23.0,83,13,83,O3,SEDANG,JAKARTA
10/19/2013,76,30,47.0,139,18,139,O3,TIDAK SEHAT,JAKARTA
10/20/2013,56,30,19.0,91,14,91,O3,SEDANG,JAKARTA
10/21/2013,63,34,33.0,105,19,105,O3,TIDAK SEHAT,JAKARTA
10/22/2013,80,40,30.0,89,20,89,O3,SEDANG,JAKARTA
10/23/2013,69,37,34.0,91,25,91,O3,SEDANG,JAKARTA
10/24/2013,67,40,38.0,103,22,103,O3,TIDAK SEHAT,JAKARTA
10/25/2013,82,29,38.0,159,30,159,O3,TIDAK SEHAT,JAKARTA
10/26/2013,105,37,50.0,110,21,110,O3,TIDAK SEHAT,JAKARTA
10/27/2013,75,45,41.0,85,18,85,O3,SEDANG,JAKARTA
10/28/2013,65,33,30.0,124,20,124,O3,TIDAK SEHAT,JAKARTA
10/29/2013,65,38,42.0,125,25,125,O3,TIDAK SEHAT,JAKARTA
10/30/2013,69,30,59.0,95,25,95,O3,SEDANG,JAKARTA
10/31/2013,77,28,45.0,120,20,120,O3,TIDAK SEHAT,JAKARTA
11/1/2013,72,35,34.0,130,22,130,O3,TIDAK SEHAT,JAKARTA
11/2/2013,64,29,44.0,97,25,97,O3,SEDANG,JAKARTA
11/3/2013,70,29,38.0,98,15,98,O3,SEDANG,JAKARTA
11/4/2013,66,25,30.0,123,21,123,O3,TIDAK SEHAT,JAKARTA
11/5/2013,79,23,31.0,118,18,118,O3,TIDAK SEHAT,JAKARTA
11/6/2013,80,30,41.0,159,19,159,O3,TIDAK SEHAT,JAKARTA
11/7/2013,85,34,39.0,152,28,152,O3,TIDAK SEHAT,JAKARTA
11/8/2013,80,50,35.0,132,25,132,O3,TIDAK SEHAT,JAKARTA
11/9/2013,73,55,53.0,101,19,101,O3,TIDAK SEHAT,JAKARTA
11/10/2013,75,30,53.0,131,16,131,O3,TIDAK SEHAT,JAKARTA
11/11/2013,68,26,28.0,157,19,157,O3,TIDAK SEHAT,JAKARTA
11/12/2013,76,40,42.0,87,23,87,O3,SEDANG,JAKARTA
11/13/2013,60,45,37.0,140,19,140,O3,TIDAK SEHAT,JAKARTA
11/14/2013,68,41,60.0,121,25,121,O3,TIDAK SEHAT,JAKARTA
11/15/2013,62,28,52.0,104,26,104,O3,TIDAK SEHAT,JAKARTA
11/16/2013,58,33,33.0,97,17,97,O3,SEDANG,JAKARTA
11/17/2013,49,24,32.0,111,13,111,O3,TIDAK SEHAT,JAKARTA
11/18/2013,48,23,29.0,82,17,82,O3,SEDANG,JAKARTA
11/19/2013,48,23,35.0,59,9,59,O3,SEDANG,JAKARTA
11/20/2013,50,22,33.0,29,9,50,PM10,BAIK,JAKARTA
11/21/2013,57,22,28.0,58,16,58,O3,SEDANG,JAKARTA
11/22/2013,64,30,26.0,128,21,128,O3,TIDAK SEHAT,JAKARTA
11/23/2013,67,45,27.0,85,18,85,O3,SEDANG,JAKARTA
11/24/2013,62,33,20.0,147,14,147,O3,TIDAK SEHAT,JAKARTA
11/25/2013,63,28,27.0,147,19,147,O3,TIDAK SEHAT,JAKARTA
11/26/2013,66,33,27.0,38,17,66,PM10,SEDANG,JAKARTA
11/27/2013,58,35,35.0,112,28,112,O3,TIDAK SEHAT,JAKARTA
11/28/2013,80,52,32.0,127,22,127,O3,TIDAK SEHAT,JAKARTA
11/29/2013,55,42,28.0,140,15,140,O3,TIDAK SEHAT,JAKARTA
11/30/2013,71,50,31.0,151,24,151,O3,TIDAK SEHAT,JAKARTA
12/1/2013,64,27,26.0,158,16,158,O3,TIDAK SEHAT,JAKARTA
12/2/2013,72,42,32.0,193,20,193,O3,TIDAK SEHAT,JAKARTA
12/3/2013,75,36,37.0,169,22,169,O3,TIDAK SEHAT,JAKARTA
12/4/2013,72,37,38.0,159,19,159,O3,TIDAK SEHAT,JAKARTA
12/5/2013,53,39,23.0,133,19,133,O3,TIDAK SEHAT,JAKARTA
12/6/2013,70,54,27.0,102,18,102,O3,TIDAK SEHAT,JAKARTA
12/7/2013,57,30,27.0,100,17,100,O3,SEDANG,JAKARTA
12/8/2013,59,35,32.0,117,17,117,O3,TIDAK SEHAT,JAKARTA
12/9/2013,62,29,33.0,88,23,88,O3,SEDANG,JAKARTA
12/10/2013,56,30,42.0,142,17,142,O3,TIDAK SEHAT,JAKARTA
12/11/2013,64,50,37.0,96,18,96,O3,SEDANG,JAKARTA
12/12/2013,51,19,34.0,53,20,53,O3,SEDANG,JAKARTA
12/13/2013,56,22,57.0,52,17,57,CO,SEDANG,JAKARTA
12/14/2013,39,11,38.0,79,11,79,O3,SEDANG,JAKARTA
12/15/2013,64,25,66.0,101,16,101,O3,TIDAK SEHAT,JAKARTA
12/16/2013,58,6,41.0,141,21,141,O3,TIDAK SEHAT,JAKARTA
12/17/2013,52,6,39.0,132,21,132,O3,TIDAK SEHAT,JAKARTA
12/18/2013,75,4,65.0,123,21,123,O3,TIDAK SEHAT,JAKARTA
12/19/2013,61,5,32.0,117,17,117,O3,TIDAK SEHAT,JAKARTA
12/20/2013,63,6,50.0,79,15,79,O3,SEDANG,JAKARTA
12/21/2013,41,6,50.0,34,9,50,CO,BAIK,JAKARTA
12/22/2013,26,6,50.0,54,9,54,O3,SEDANG,JAKARTA
12/23/2013,31,7,50.0,53,12,53,O3,SEDANG,JAKARTA
12/24/2013,40,6,32.0,47,10,47,O3,BAIK,JAKARTA
12/25/2013,57,9,32.0,63,12,63,O3,SEDANG,JAKARTA
12/26/2013,57,7,27.0,72,15,72,O3,SEDANG,JAKARTA
12/27/2013,72,10,61.0,71,17,72,PM10,SEDANG,JAKARTA
12/28/2013,67,7,50.0,65,11,67,PM10,SEDANG,JAKARTA
12/29/2013,53,8,21.0,63,12,63,O3,SEDANG,JAKARTA
12/30/2013,41,10,26.0,67,12,67,O3,SEDANG,JAKARTA
12/31/2013,28,6,26.0,69,13,69,O3,SEDANG,JAKARTA
1/1/2014,77,8,58.0,64,13,77,PM10,SEDANG,JAKARTA
1/2/2014,55,7,29.0,74,13,74,O3,SEDANG,JAKARTA
1/3/2014,62,9,49.0,97,16,97,O3,SEDANG,JAKARTA
1/4/2014,55,7,36.0,57,14,57,O3,SEDANG,JAKARTA
1/5/2014,39,6,18.0,48,10,48,O3,BAIK,JAKARTA
1/6/2014,27,5,18.0,45,9,45,O3,BAIK,JAKARTA
1/7/2014,40,7,27.0,52,13,52,O3,SEDANG,JAKARTA
1/8/2014,51,6,31.0,65,14,65,O3,SEDANG,JAKARTA
1/9/2014,51,6,54.0,43,15,54,CO,SEDANG,JAKARTA
1/10/2014,39,7,24.0,95,15,95,O3,SEDANG,JAKARTA
1/11/2014,56,7,29.0,96,21,96,O3,SEDANG,JAKARTA
1/12/2014,44,5,29.0,71,15,71,O3,SEDANG,JAKARTA
1/13/2014,40,7,39.0,70,20,70,O3,SEDANG,JAKARTA
1/14/2014,54,9,36.0,72,16,72,O3,SEDANG,JAKARTA
1/15/2014,46,7,29.0,54,12,54,O3,SEDANG,JAKARTA
1/16/2014,50,6,41.0,49,19,50,PM10,BAIK,JAKARTA
1/17/2014,51,6,33.0,61,18,61,O3,SEDANG,JAKARTA
1/18/2014,39,6,25.0,55,15,55,O3,SEDANG,JAKARTA
1/19/2014,38,6,26.0,60,16,60,O3,SEDANG,JAKARTA
1/20/2014,54,6,27.0,53,13,54,PM10,SEDANG,JAKARTA
1/21/2014,44,6,28.0,54,15,54,O3,SEDANG,JAKARTA
1/22/2014,59,8,29.0,52,21,59,PM10,SEDANG,JAKARTA
1/23/2014,48,6,26.0,53,15,53,O3,SEDANG,JAKARTA
1/24/2014,59,6,41.0,50,17,59,PM10,SEDANG,JAKARTA
1/25/2014,53,6,23.0,56,15,56,O3,SEDANG,JAKARTA
1/26/2014,67,7,43.0,56,14,67,PM10,SEDANG,JAKARTA
1/27/2014,65,7,29.0,56,13,65,PM10,SEDANG,JAKARTA
1/28/2014,47,5,26.0,53,11,53,O3,SEDANG,JAKARTA
1/29/2014,33,6,27.0,51,12,51,O3,SEDANG,JAKARTA
1/30/2014,54,6,33.0,53,10,54,PM10,SEDANG,JAKARTA
1/31/2014,56,6,33.0,46,10,56,PM10,SEDANG,JAKARTA
2/1/2014,61,6,30.0,48,12,61,PM10,SEDANG,JAKARTA
2/2/2014,37,6,27.0,50,12,50,O3,BAIK,JAKARTA
2/3/2014,42,6,31.0,48,15,48,O3,BAIK,JAKARTA
2/4/2014,41,6,32.0,83,16,83,O3,SEDANG,JAKARTA
2/5/2014,71,7,62.0,85,19,85,O3,SEDANG,JAKARTA
2/6/2014,63,7,49.0,83,18,83,O3,SEDANG,JAKARTA
2/7/2014,56,6,37.0,66,16,66,O3,SEDANG,JAKARTA
2/8/2014,47,6,30.0,60,15,60,O3,SEDANG,JAKARTA
2/9/2014,56,6,71.0,68,20,71,CO,SEDANG,JAKARTA
2/10/2014,46,7,36.0,80,27,80,O3,SEDANG,JAKARTA
2/11/2014,58,7,32.0,75,25,75,O3,SEDANG,JAKARTA
2/12/2014,63,7,42.0,77,26,77,O3,SEDANG,JAKARTA
2/13/2014,70,8,40.0,79,15,79,O3,SEDANG,JAKARTA
2/14/2014,60,8,46.0,63,18,63,O3,SEDANG,JAKARTA
2/15/2014,78,9,48.0,63,14,78,PM10,SEDANG,JAKARTA
2/16/2014,82,13,47.0,52,17,82,PM10,SEDANG,JAKARTA
2/17/2014,113,8,61.0,99,27,113,PM10,TIDAK SEHAT,JAKARTA
2/18/2014,76,7,38.0,62,25,76,PM10,SEDANG,JAKARTA
2/19/2014,75,9,38.0,65,16,75,PM10,SEDANG,JAKARTA
2/20/2014,91,12,38.0,90,34,91,PM10,SEDANG,JAKARTA
2/21/2014,52,9,29.0,73,13,73,O3,SEDANG,JAKARTA
2/22/2014,50,8,32.0,52,13,52,O3,SEDANG,JAKARTA
2/23/2014,34,8,42.0,54,15,54,O3,SEDANG,JAKARTA
2/24/2014,51,8,38.0,47,21,51,PM10,SEDANG,JAKARTA
2/25/2014,54,8,43.0,53,25,54,PM10,SEDANG,JAKARTA
2/26/2014,52,8,43.0,58,24,58,O3,SEDANG,JAKARTA
2/27/2014,65,9,57.0,83,28,83,O3,SEDANG,JAKARTA
2/28/2014,105,11,119.0,97,34,119,CO,TIDAK SEHAT,JAKARTA
3/1/2014,74,10,36.0,91,17,91,O3,SEDANG,JAKARTA
3/2/2014,59,9,26.0,92,20,92,O3,SEDANG,JAKARTA
3/3/2014,65,14,33.0,144,21,144,O3,TIDAK SEHAT,JAKARTA
3/4/2014,62,18,30.0,156,17,156,O3,TIDAK SEHAT,JAKARTA
3/5/2014,65,10,31.0,98,21,98,O3,SEDANG,JAKARTA
3/6/2014,105,16,54.0,190,28,190,O3,TIDAK SEHAT,JAKARTA
3/7/2014,80,14,38.0,101,26,101,O3,TIDAK SEHAT,JAKARTA
3/8/2014,79,10,31.0,85,23,85,O3,SEDANG,JAKARTA
3/9/2014,89,7,63.0,70,17,89,PM10,SEDANG,JAKARTA
3/10/2014,82,8,40.0,76,23,82,PM10,SEDANG,JAKARTA
3/11/2014,95,8,56.0,62,21,95,PM10,SEDANG,JAKARTA
3/12/2014,69,8,59.0,66,20,69,PM10,SEDANG,JAKARTA
3/13/2014,89,10,70.0,96,26,96,O3,SEDANG,JAKARTA
3/14/2014,75,9,36.0,99,22,99,O3,SEDANG,JAKARTA
3/15/2014,111,12,69.0,138,27,138,O3,TIDAK SEHAT,JAKARTA
3/16/2014,97,8,50.0,78,14,97,PM10,SEDANG,JAKARTA
3/17/2014,87,10,45.0,146,26,146,O3,TIDAK SEHAT,JAKARTA
3/18/2014,77,10,52.0,126,27,126,O3,TIDAK SEHAT,JAKARTA
3/19/2014,86,10,36.0,98,25,98,O3,SEDANG,JAKARTA
3/20/2014,94,17,48.0,195,27,195,O3,TIDAK SEHAT,JAKARTA
3/21/2014,64,7,40.0,88,19,88,O3,SEDANG,JAKARTA
3/22/2014,64,8,30.0,62,14,64,PM10,SEDANG,JAKARTA
3/23/2014,49,8,28.0,71,12,71,O3,SEDANG,JAKARTA
3/24/2014,83,10,50.0,75,19,83,PM10,SEDANG,JAKARTA
3/25/2014,62,11,25.0,63,13,63,O3,SEDANG,JAKARTA
3/26/2014,55,9,33.0,83,19,83,O3,SEDANG,JAKARTA
3/27/2014,107,11,85.0,114,34,114,O3,TIDAK SEHAT,JAKARTA
3/28/2014,68,9,35.0,163,23,163,O3,TIDAK SEHAT,JAKARTA
3/29/2014,67,11,30.0,118,20,118,O3,TIDAK SEHAT,JAKARTA
3/30/2014,66,12,25.0,91,18,91,O3,SEDANG,JAKARTA
3/31/2014,71,24,37.0,89,9,89,O3,SEDANG,JAKARTA
4/1/2014,81,9,37.0,111,15,111,O3,TIDAK SEHAT,JAKARTA
4/2/2014,74,9,33.0,109,17,109,O3,TIDAK SEHAT,JAKARTA
4/3/2014,69,13,40.0,133,20,133,O3,TIDAK SEHAT,JAKARTA
4/4/2014,90,8,37.0,146,20,146,O3,TIDAK SEHAT,JAKARTA
4/5/2014,83,25,72.0,162,21,162,O3,TIDAK SEHAT,JAKARTA
4/6/2014,53,13,20.0,94,13,94,O3,SEDANG,JAKARTA
4/7/2014,46,17,30.0,119,17,119,O3,TIDAK SEHAT,JAKARTA
4/8/2014,59,21,47.0,93,16,93,O3,SEDANG,JAKARTA
4/9/2014,43,11,21.0,78,9,78,O3,SEDANG,JAKARTA
4/10/2014,51,14,25.0,57,12,57,O3,SEDANG,JAKARTA
4/11/2014,63,17,33.0,78,16,78,O3,SEDANG,JAKARTA
4/12/2014,70,22,62.0,94,21,94,O3,SEDANG,JAKARTA
4/13/2014,59,18,22.0,88,15,88,O3,SEDANG,JAKARTA
4/14/2014,56,15,42.0,87,11,87,O3,SEDANG,JAKARTA
4/15/2014,49,16,51.0,99,15,99,O3,SEDANG,JAKARTA
4/16/2014,52,17,36.0,98,20,98,O3,SEDANG,JAKARTA
4/17/2014,84,24,40.0,164,26,164,O3,TIDAK SEHAT,JAKARTA
4/18/2014,70,25,48.0,158,17,158,O3,TIDAK SEHAT,JAKARTA
4/19/2014,64,16,38.0,106,15,106,O3,TIDAK SEHAT,JAKARTA
4/20/2014,58,18,46.0,76,19,76,O3,SEDANG,JAKARTA
4/21/2014,57,14,28.0,94,16,94,O3,SEDANG,JAKARTA
4/22/2014,42,11,20.0,78,18,78,O3,SEDANG,JAKARTA
4/23/2014,66,25,48.0,180,22,180,O3,TIDAK SEHAT,JAKARTA
4/24/2014,57,17,37.0,123,14,123,O3,TIDAK SEHAT,JAKARTA
4/25/2014,46,17,21.0,69,20,69,O3,SEDANG,JAKARTA
4/26/2014,54,11,22.0,163,19,163,O3,TIDAK SEHAT,JAKARTA
4/27/2014,51,9,27.0,162,17,162,O3,TIDAK SEHAT,JAKARTA
4/28/2014,55,9,35.0,178,29,178,O3,TIDAK SEHAT,JAKARTA
4/29/2014,60,8,34.0,165,27,165,O3,TIDAK SEHAT,JAKARTA
4/30/2014,62,11,35.0,119,29,119,O3,TIDAK SEHAT,JAKARTA
5/1/2014,74,14,40.0,94,18,94,O3,SEDANG,JAKARTA
5/2/2014,88,16,56.0,131,28,131,O3,TIDAK SEHAT,JAKARTA
5/3/2014,85,11,97.0,144,39,144,O3,TIDAK SEHAT,JAKARTA
5/4/2014,65,12,32.0,137,12,137,O3,TIDAK SEHAT,JAKARTA
5/5/2014,66,10,39.0,94,14,94,O3,SEDANG,JAKARTA
5/6/2014,63,11,28.0,107,13,107,O3,TIDAK SEHAT,JAKARTA
5/7/2014,72,9,26.0,144,19,144,O3,TIDAK SEHAT,JAKARTA
5/8/2014,63,9,36.0,129,23,129,O3,TIDAK SEHAT,JAKARTA
5/9/2014,55,10,30.0,200,31,200,O3,SANGAT TIDAK SEHAT,JAKARTA
5/10/2014,70,11,34.0,165,22,165,O3,TIDAK SEHAT,JAKARTA
5/11/2014,67,9,25.0,169,20,169,O3,TIDAK SEHAT,JAKARTA
5/12/2014,70,10,44.0,144,20,144,O3,TIDAK SEHAT,JAKARTA
5/13/2014,89,10,36.0,200,20,200,O3,SANGAT TIDAK SEHAT,JAKARTA
5/14/2014,58,10,37.0,195,24,195,O3,TIDAK SEHAT,JAKARTA
5/15/2014,62,14,32.0,139,23,139,O3,TIDAK SEHAT,JAKARTA
5/16/2014,69,14,37.0,75,25,75,O3,SEDANG,JAKARTA
5/17/2014,55,12,28.0,106,16,106,O3,TIDAK SEHAT,JAKARTA
5/18/2014,60,12,29.0,190,17,190,O3,TIDAK SEHAT,JAKARTA
5/19/2014,74,11,38.0,121,27,121,O3,TIDAK SEHAT,JAKARTA
5/20/2014,68,17,36.0,133,21,133,O3,TIDAK SEHAT,JAKARTA
5/21/2014,75,11,41.0,153,18,153,O3,TIDAK SEHAT,JAKARTA
5/22/2014,59,10,30.0,108,15,108,O3,TIDAK SEHAT,JAKARTA
