tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
9/15/2018,68,37,17.0,196,23,196,O3,TIDAK SEHAT,JAKARTA
9/16/2018,82,34,15.0,119,11,119,O3,TIDAK SEHAT,JAKARTA
9/17/2018,62,33,17.0,83,14,83,O3,SEDANG,JAKARTA
9/18/2018,64,32,18.0,141,11,141,O3,TIDAK SEHAT,JAKARTA
9/19/2018,58,34,16.0,85,11,85,O3,SEDANG,JAKARTA
9/20/2018,70,34,19.0,77,12,77,O3,SEDANG,JAKARTA
9/21/2018,80,33,34.0,75,12,80,PM10,SEDANG,JAKARTA
9/22/2018,58,33,25.0,157,13,157,O3,TIDAK SEHAT,JAKARTA
9/23/2018,84,33,29.0,130,14,130,O3,TIDAK SEHAT,JAKARTA
9/24/2018,69,33,25.0,152,21,152,O3,TIDAK SEHAT,JAKARTA
9/25/2018,78,32,31.0,197,16,197,O3,TIDAK SEHAT,JAKARTA
9/26/2018,94,50,26.0,202,21,202,O3,SANGAT TIDAK SEHAT,JAKARTA
9/27/2018,72,37,21.0,146,18,146,O3,TIDAK SEHAT,JAKARTA
9/28/2018,70,33,22.0,194,17,194,O3,TIDAK SEHAT,JAKARTA
9/29/2018,62,33,21.0,165,15,165,O3,TIDAK SEHAT,JAKARTA
9/30/2018,63,32,20.0,145,11,145,O3,TIDAK SEHAT,JAKARTA
10/1/2018,92,33,17.0,124,12,124,O3,TIDAK SEHAT,JAKARTA
10/2/2018,76,41,22.0,88,21,88,O3,SEDANG,JAKARTA
10/3/2018,70,32,20.0,144,11,144,O3,TIDAK SEHAT,JAKARTA
10/4/2018,73,32,24.0,109,11,109,O3,TIDAK SEHAT,JAKARTA
10/5/2018,67,34,18.0,146,13,146,O3,TIDAK SEHAT,JAKARTA
10/6/2018,70,33,21.0,123,12,123,O3,TIDAK SEHAT,JAKARTA
10/7/2018,87,34,22.0,128,12,128,O3,TIDAK SEHAT,JAKARTA
10/8/2018,66,34,19.0,185,12,185,O3,TIDAK SEHAT,JAKARTA
10/9/2018,62,34,19.0,173,11,173,O3,TIDAK SEHAT,JAKARTA
10/10/2018,79,36,24.0,190,18,190,O3,TIDAK SEHAT,JAKARTA
10/11/2018,81,36,17.0,149,13,149,O3,TIDAK SEHAT,JAKARTA
10/12/2018,77,35,22.0,118,16,118,O3,TIDAK SEHAT,JAKARTA
10/13/2018,64,35,20.0,189,25,189,O3,TIDAK SEHAT,JAKARTA
10/14/2018,86,35,20.0,138,16,138,O3,TIDAK SEHAT,JAKARTA
10/15/2018,73,33,19.0,119,12,119,O3,TIDAK SEHAT,JAKARTA
10/16/2018,74,33,23.0,210,19,210,O3,SANGAT TIDAK SEHAT,JAKARTA
10/17/2018,75,34,23.0,217,19,217,O3,SANGAT TIDAK SEHAT,JAKARTA
10/18/2018,72,36,20.0,207,22,207,O3,SANGAT TIDAK SEHAT,JAKARTA
10/19/2018,66,30,23.0,146,17,146,O3,TIDAK SEHAT,JAKARTA
10/20/2018,57,31,18.0,212,14,212,O3,SANGAT TIDAK SEHAT,JAKARTA
10/21/2018,65,33,22.0,139,17,139,O3,TIDAK SEHAT,JAKARTA
10/22/2018,71,28,21.0,150,12,150,O3,TIDAK SEHAT,JAKARTA
10/23/2018,44,26,19.0,148,16,148,O3,TIDAK SEHAT,JAKARTA
10/24/2018,73,35,31.0,139,21,139,O3,TIDAK SEHAT,JAKARTA
10/25/2018,67,30,25.0,97,19,97,O3,SEDANG,JAKARTA
10/26/2018,67,29,20.0,119,21,119,O3,TIDAK SEHAT,JAKARTA
10/27/2018,77,26,26.0,104,11,104,O3,TIDAK SEHAT,JAKARTA
10/28/2018,43,23,20.0,90,16,90,O3,SEDANG,JAKARTA
10/29/2018,49,25,24.0,85,13,85,O3,SEDANG,JAKARTA
10/30/2018,61,31,25.0,104,10,104,O3,TIDAK SEHAT,JAKARTA
10/31/2018,57,27,20.0,97,15,97,O3,SEDANG,JAKARTA
11/1/2018,74,27,35.0,95,16,95,O3,SEDANG,JAKARTA
11/2/2018,50,26,21.0,85,13,85,O3,SEDANG,JAKARTA
11/3/2018,76,29,24.0,173,14,173,O3,TIDAK SEHAT,JAKARTA
11/4/2018,56,26,31.0,110,18,110,O3,TIDAK SEHAT,JAKARTA
11/5/2018,56,24,23.0,101,17,101,O3,TIDAK SEHAT,JAKARTA
11/6/2018,53,28,20.0,122,12,122,O3,TIDAK SEHAT,JAKARTA
11/7/2018,59,28,26.0,96,30,96,O3,SEDANG,JAKARTA
11/8/2018,63,32,24.0,89,21,89,O3,SEDANG,JAKARTA
11/9/2018,61,24,22.0,98,16,98,O3,SEDANG,JAKARTA
11/10/2018,60,24,36.0,166,19,166,O3,TIDAK SEHAT,JAKARTA
11/11/2018,71,40,35.0,104,16,104,O3,TIDAK SEHAT,JAKARTA
11/12/2018,66,24,31.0,144,15,144,O3,TIDAK SEHAT,JAKARTA
11/13/2018,66,23,31.0,129,23,129,O3,TIDAK SEHAT,JAKARTA
11/14/2018,60,23,25.0,65,17,65,O3,SEDANG,JAKARTA
11/15/2018,40,23,20.0,51,8,51,O3,SEDANG,JAKARTA
11/16/2018,54,31,22.0,234,16,234,O3,SANGAT TIDAK SEHAT,JAKARTA
11/17/2018,65,36,18.0,145,16,145,O3,TIDAK SEHAT,JAKARTA
11/18/2018,59,28,22.0,120,16,120,O3,TIDAK SEHAT,JAKARTA
11/19/2018,81,25,31.0,90,17,90,O3,SEDANG,JAKARTA
11/20/2018,56,25,21.0,94,16,94,O3,SEDANG,JAKARTA
11/21/2018,66,31,21.0,163,22,163,O3,TIDAK SEHAT,JAKARTA
11/22/2018,69,26,25.0,129,20,129,O3,TIDAK SEHAT,JAKARTA
11/23/2018,66,27,26.0,203,22,203,O3,SANGAT TIDAK SEHAT,JAKARTA
11/24/2018,61,24,38.0,193,22,193,O3,TIDAK SEHAT,JAKARTA
11/25/2018,57,25,21.0,77,15,77,O3,SEDANG,JAKARTA
11/26/2018,73,24,26.0,90,20,90,O3,SEDANG,JAKARTA
11/27/2018,63,24,28.0,126,19,126,O3,TIDAK SEHAT,JAKARTA
11/28/2018,63,26,22.0,109,17,109,O3,TIDAK SEHAT,JAKARTA
11/29/2018,62,27,33.0,76,26,76,O3,SEDANG,JAKARTA
11/30/2018,53,24,20.0,131,15,131,O3,TIDAK SEHAT,JAKARTA
12/1/2018,60,26,27.0,112,17,112,O3,TIDAK SEHAT,JAKARTA
12/2/2018,73,36,22.0,132,21,132,O3,TIDAK SEHAT,JAKARTA
12/3/2018,65,31,21.0,97,20,97,O3,SEDANG,JAKARTA
12/4/2018,64,24,31.0,71,21,71,O3,SEDANG,JAKARTA
12/5/2018,62,25,33.0,81,22,81,O3,SEDANG,JAKARTA
12/6/2018,61,27,33.0,94,17,94,O3,SEDANG,JAKARTA
12/7/2018,59,40,29.0,134,15,134,O3,TIDAK SEHAT,JAKARTA
12/8/2018,68,25,30.0,134,27,134,O3,TIDAK SEHAT,JAKARTA
12/9/2018,60,25,25.0,104,19,104,O3,TIDAK SEHAT,JAKARTA
12/10/2018,68,24,32.0,137,19,137,O3,TIDAK SEHAT,JAKARTA
12/11/2018,82,26,50.0,123,34,123,O3,TIDAK SEHAT,JAKARTA
12/12/2018,58,26,31.0,214,22,214,O3,SANGAT TIDAK SEHAT,JAKARTA
12/13/2018,52,26,24.0,117,26,117,O3,TIDAK SEHAT,JAKARTA
12/14/2018,50,24,21.0,92,18,92,O3,SEDANG,JAKARTA
12/15/2018,37,24,16.0,47,6,47,O3,BAIK,JAKARTA
12/16/2018,46,25,11.0,63,9,63,O3,SEDANG,JAKARTA
12/17/2018,41,30,12.0,128,12,128,O3,TIDAK SEHAT,JAKARTA
12/18/2018,51,27,16.0,160,14,160,O3,TIDAK SEHAT,JAKARTA
12/19/2018,62,27,24.0,195,19,195,O3,TIDAK SEHAT,JAKARTA
12/20/2018,55,27,24.0,97,18,97,O3,SEDANG,JAKARTA
12/21/2018,41,25,19.0,64,17,64,O3,SEDANG,JAKARTA
12/22/2018,58,32,21.0,66,18,66,O3,SEDANG,JAKARTA
12/23/2018,48,26,19.0,44,21,48,PM10,BAIK,JAKARTA
12/24/2018,34,24,9.0,45,5,45,O3,BAIK,JAKARTA
12/25/2018,29,24,7.0,70,4,70,O3,SEDANG,JAKARTA
12/26/2018,31,25,7.0,69,5,69,O3,SEDANG,JAKARTA
12/27/2018,29,25,15.0,55,6,55,O3,SEDANG,JAKARTA
12/28/2018,33,24,7.0,63,3,63,O3,SEDANG,JAKARTA
12/29/2018,30,24,6.0,50,8,50,O3,BAIK,JAKARTA
12/30/2018,48,12,6.0,53,4,53,O3,SEDANG,JAKARTA
12/31/2018,44,18,6.0,43,4,44,PM10,BAIK,JAKARTA
1/1/2019,29,15,7.0,71,13,71,O3,SEDANG,JAKARTA
1/2/2019,24,17,6.0,79,6,79,O3,SEDANG,JAKARTA
1/3/2019,23,16,6.0,65,4,65,O3,SEDANG,JAKARTA
1/4/2019,42,18,10.0,64,11,64,O3,SEDANG,JAKARTA
1/5/2019,54,29,16.0,51,20,54,PM10,SEDANG,JAKARTA
1/6/2019,69,34,30.0,105,27,105,O3,TIDAK SEHAT,JAKARTA
1/7/2019,71,47,16.0,132,25,132,O3,TIDAK SEHAT,JAKARTA
1/8/2019,51,22,25.0,143,26,143,O3,TIDAK SEHAT,JAKARTA
1/9/2019,61,22,28.0,198,21,198,O3,TIDAK SEHAT,JAKARTA
1/10/2019,59,22,27.0,128,18,128,O3,TIDAK SEHAT,JAKARTA
1/11/2019,63,23,28.0,91,13,91,O3,SEDANG,JAKARTA
1/12/2019,57,26,24.0,90,16,90,O3,SEDANG,JAKARTA
1/13/2019,65,24,28.0,119,15,119,O3,TIDAK SEHAT,JAKARTA
1/14/2019,65,25,32.0,99,18,99,O3,SEDANG,JAKARTA
1/15/2019,72,27,26.0,59,13,72,PM10,SEDANG,JAKARTA
1/16/2019,37,23,19.0,64,7,64,O3,SEDANG,JAKARTA
1/17/2019,56,23,23.0,101,14,101,O3,TIDAK SEHAT,JAKARTA
1/18/2019,27,23,16.0,103,13,103,O3,TIDAK SEHAT,JAKARTA
1/19/2019,44,24,27.0,127,13,127,O3,TIDAK SEHAT,JAKARTA
1/20/2019,74,30,39.0,82,17,82,O3,SEDANG,JAKARTA
1/21/2019,62,24,22.0,94,12,94,O3,SEDANG,JAKARTA
1/22/2019,39,24,23.0,92,9,92,O3,SEDANG,JAKARTA
1/23/2019,59,23,37.0,70,14,70,O3,SEDANG,JAKARTA
1/24/2019,51,19,20.0,81,12,81,O3,SEDANG,JAKARTA
1/25/2019,32,19,25.0,74,12,74,O3,SEDANG,JAKARTA
1/26/2019,63,22,37.0,118,17,118,O3,TIDAK SEHAT,JAKARTA
1/27/2019,56,18,49.0,74,10,74,O3,SEDANG,JAKARTA
1/28/2019,53,20,34.0,77,15,77,O3,SEDANG,JAKARTA
1/29/2019,48,19,33.0,88,11,88,O3,SEDANG,JAKARTA
1/30/2019,47,21,32.0,73,16,73,O3,SEDANG,JAKARTA
1/31/2019,56,23,22.0,54,17,56,PM10,SEDANG,JAKARTA
2/1/2019,61,20,47.0,93,12,93,O3,SEDANG,JAKARTA
2/2/2019,61,37,47.0,79,14,79,O3,SEDANG,JAKARTA
2/3/2019,64,26,34.0,95,13,95,O3,SEDANG,JAKARTA
2/4/2019,56,27,27.0,86,10,86,O3,SEDANG,JAKARTA
2/5/2019,57,20,36.0,80,10,80,O3,SEDANG,JAKARTA
2/6/2019,52,26,20.0,75,13,75,O3,SEDANG,JAKARTA
2/7/2019,70,39,34.0,65,19,70,PM10,SEDANG,JAKARTA
2/8/2019,63,44,23.0,132,18,132,O3,TIDAK SEHAT,JAKARTA
2/9/2019,59,24,25.0,144,22,144,O3,TIDAK SEHAT,JAKARTA
2/10/2019,59,23,28.0,81,17,81,O3,SEDANG,JAKARTA
2/11/2019,37,19,19.0,71,16,71,O3,SEDANG,JAKARTA
2/12/2019,56,34,36.0,94,17,94,O3,SEDANG,JAKARTA
2/13/2019,67,26,43.0,71,18,71,O3,SEDANG,JAKARTA
2/14/2019,73,35,39.0,91,17,91,O3,SEDANG,JAKARTA
2/15/2019,54,23,19.0,89,14,89,O3,SEDANG,JAKARTA
2/16/2019,42,21,15.0,111,12,111,O3,TIDAK SEHAT,JAKARTA
2/17/2019,55,20,20.0,79,12,79,O3,SEDANG,JAKARTA
2/18/2019,51,23,31.0,88,22,88,O3,SEDANG,JAKARTA
2/19/2019,72,26,31.0,123,21,123,O3,TIDAK SEHAT,JAKARTA
2/20/2019,69,24,41.0,70,23,70,O3,SEDANG,JAKARTA
2/21/2019,69,26,29.0,86,18,86,O3,SEDANG,JAKARTA
2/22/2019,60,34,34.0,77,19,77,O3,SEDANG,JAKARTA
2/23/2019,42,22,24.0,102,15,102,O3,TIDAK SEHAT,JAKARTA
2/24/2019,57,26,29.0,88,14,88,O3,SEDANG,JAKARTA
2/25/2019,59,28,32.0,115,12,115,O3,TIDAK SEHAT,JAKARTA
2/26/2019,61,29,25.0,88,14,88,O3,SEDANG,JAKARTA
2/27/2019,64,22,24.0,67,17,67,O3,SEDANG,JAKARTA
2/28/2019,56,21,22.0,98,13,98,O3,SEDANG,JAKARTA
3/1/2019,58,19,29.0,70,15,70,O3,SEDANG,JAKARTA
3/2/2019,50,51,25.0,62,12,62,O3,SEDANG,JAKARTA
3/3/2019,53,23,22.0,82,15,82,O3,SEDANG,JAKARTA
3/4/2019,55,22,32.0,104,22,104,O3,TIDAK SEHAT,JAKARTA
3/5/2019,47,21,28.0,83,22,83,O3,SEDANG,JAKARTA
3/6/2019,54,21,25.0,60,19,60,O3,SEDANG,JAKARTA
3/7/2019,55,24,39.0,112,17,112,O3,TIDAK SEHAT,JAKARTA
3/8/2019,78,25,41.0,155,27,155,O3,TIDAK SEHAT,JAKARTA
3/9/2019,67,35,29.0,215,27,215,O3,SANGAT TIDAK SEHAT,JAKARTA
3/10/2019,60,26,23.0,164,19,164,O3,TIDAK SEHAT,JAKARTA
3/11/2019,55,23,20.0,55,18,55,PM10,SEDANG,JAKARTA
3/12/2019,41,20,20.0,51,12,51,O3,SEDANG,JAKARTA
3/13/2019,50,27,28.0,122,22,122,O3,TIDAK SEHAT,JAKARTA
3/14/2019,58,26,52.0,162,36,162,O3,TIDAK SEHAT,JAKARTA
3/15/2019,71,29,29.0,132,35,132,O3,TIDAK SEHAT,JAKARTA
3/16/2019,60,26,43.0,128,15,128,O3,TIDAK SEHAT,JAKARTA
3/17/2019,51,21,18.0,82,9,82,O3,SEDANG,JAKARTA
3/18/2019,52,21,18.0,65,10,65,O3,SEDANG,JAKARTA
3/19/2019,38,20,18.0,68,6,68,O3,SEDANG,JAKARTA
3/20/2019,38,20,16.0,65,12,65,O3,SEDANG,JAKARTA
3/21/2019,58,21,21.0,74,10,74,O3,SEDANG,JAKARTA
3/22/2019,55,20,24.0,58,12,58,O3,SEDANG,JAKARTA
3/23/2019,40,20,15.0,75,15,75,O3,SEDANG,JAKARTA
3/24/2019,36,20,9.0,55,4,55,O3,SEDANG,JAKARTA
3/25/2019,40,20,14.0,42,7,42,O3,BAIK,JAKARTA
3/26/2019,71,21,36.0,89,16,89,O3,SEDANG,JAKARTA
3/27/2019,57,22,25.0,192,15,192,O3,TIDAK SEHAT,JAKARTA
3/28/2019,56,21,36.0,130,18,130,O3,TIDAK SEHAT,JAKARTA
3/29/2019,62,24,34.0,182,20,182,O3,TIDAK SEHAT,JAKARTA
3/30/2019,62,24,25.0,190,16,190,O3,TIDAK SEHAT,JAKARTA
3/31/2019,62,23,35.0,194,18,194,O3,TIDAK SEHAT,JAKARTA
4/1/2019,68,21,37.0,167,20,167,O3,TIDAK SEHAT,JAKARTA
4/2/2019,72,21,49.0,101,15,101,O3,TIDAK SEHAT,JAKARTA
4/3/2019,69,21,44.0,146,18,146,O3,TIDAK SEHAT,JAKARTA
4/4/2019,61,21,30.0,172,17,172,O3,TIDAK SEHAT,JAKARTA
4/5/2019,59,25,25.0,83,18,83,O3,SEDANG,JAKARTA
4/6/2019,74,21,38.0,195,23,195,O3,TIDAK SEHAT,JAKARTA
4/7/2019,72,21,41.0,243,13,243,O3,SANGAT TIDAK SEHAT,JAKARTA
4/8/2019,57,22,24.0,235,17,235,O3,SANGAT TIDAK SEHAT,JAKARTA
4/9/2019,72,25,27.0,127,18,127,O3,TIDAK SEHAT,JAKARTA
4/10/2019,82,25,32.0,199,27,199,O3,TIDAK SEHAT,JAKARTA
4/11/2019,69,23,23.0,153,17,153,O3,TIDAK SEHAT,JAKARTA
4/12/2019,55,22,38.0,78,10,78,O3,SEDANG,JAKARTA
4/13/2019,55,21,42.0,62,10,62,O3,SEDANG,JAKARTA
4/14/2019,45,22,37.0,112,14,112,O3,TIDAK SEHAT,JAKARTA
4/15/2019,64,22,39.0,122,23,122,O3,TIDAK SEHAT,JAKARTA
4/16/2019,62,22,43.0,119,16,119,O3,TIDAK SEHAT,JAKARTA
4/17/2019,69,22,39.0,80,16,80,O3,SEDANG,JAKARTA
4/18/2019,73,21,26.0,111,16,111,O3,TIDAK SEHAT,JAKARTA
4/19/2019,60,22,21.0,42,9,60,PM10,SEDANG,JAKARTA
4/20/2019,33,21,16.0,105,20,105,O3,TIDAK SEHAT,JAKARTA
4/21/2019,60,22,27.0,110,16,110,O3,TIDAK SEHAT,JAKARTA
4/22/2019,60,23,24.0,63,9,63,O3,SEDANG,JAKARTA
4/23/2019,63,24,18.0,73,10,73,O3,SEDANG,JAKARTA
4/24/2019,57,22,20.0,72,15,72,O3,SEDANG,JAKARTA
4/25/2019,67,22,45.0,85,12,85,O3,SEDANG,JAKARTA
4/26/2019,42,21,22.0,124,22,124,O3,TIDAK SEHAT,JAKARTA
4/27/2019,55,21,38.0,90,11,90,O3,SEDANG,JAKARTA
4/28/2019,65,22,46.0,78,11,78,O3,SEDANG,JAKARTA
4/29/2019,56,22,35.0,130,19,130,O3,TIDAK SEHAT,JAKARTA
4/30/2019,59,22,29.0,111,21,111,O3,TIDAK SEHAT,JAKARTA
5/1/2019,53,21,29.0,80,11,80,O3,SEDANG,JAKARTA
5/2/2019,48,13,18.0,29,6,48,PM10,BAIK,JAKARTA
5/3/2019,50,26,24.0,99,16,99,O3,SEDANG,JAKARTA
5/4/2019,72,22,32.0,92,15,92,O3,SEDANG,JAKARTA
5/5/2019,59,22,34.0,91,15,91,O3,SEDANG,JAKARTA
5/6/2019,52,16,22.0,93,13,93,O3,SEDANG,JAKARTA
5/7/2019,71,18,31.0,89,16,89,O3,SEDANG,JAKARTA
5/8/2019,77,23,52.0,132,21,132,O3,TIDAK SEHAT,JAKARTA
5/9/2019,69,23,32.0,149,22,149,O3,TIDAK SEHAT,JAKARTA
5/10/2019,57,22,26.0,87,16,87,O3,SEDANG,JAKARTA
5/11/2019,52,21,22.0,65,13,65,O3,SEDANG,JAKARTA
5/12/2019,69,22,24.0,76,12,76,O3,SEDANG,JAKARTA
6/1/2019,63,23,19.0,104,15,104,O3,TIDAK SEHAT,JAKARTA
6/2/2019,70,23,23.0,106,14,106,O3,TIDAK SEHAT,JAKARTA
6/3/2019,55,23,18.0,89,10,89,O3,SEDANG,JAKARTA
6/4/2019,75,24,20.0,82,11,82,O3,SEDANG,JAKARTA
6/5/2019,82,25,26.0,65,13,82,PM10,SEDANG,JAKARTA
6/6/2019,51,23,11.0,75,9,75,O3,SEDANG,JAKARTA
6/7/2019,51,24,11.0,54,8,54,O3,SEDANG,JAKARTA
6/8/2019,50,22,13.0,105,9,105,O3,TIDAK SEHAT,JAKARTA
6/9/2019,51,23,18.0,98,15,98,O3,SEDANG,JAKARTA
6/10/2019,57,23,20.0,88,16,88,O3,SEDANG,JAKARTA
6/11/2019,57,24,22.0,105,22,105,O3,TIDAK SEHAT,JAKARTA
6/12/2019,68,24,22.0,108,18,108,O3,TIDAK SEHAT,JAKARTA
6/13/2019,79,24,25.0,148,21,148,O3,TIDAK SEHAT,JAKARTA
6/14/2019,73,25,21.0,98,16,98,O3,SEDANG,JAKARTA
6/15/2019,57,24,27.0,112,24,112,O3,TIDAK SEHAT,JAKARTA
6/16/2019,66,24,24.0,107,17,107,O3,TIDAK SEHAT,JAKARTA
6/17/2019,75,25,24.0,93,14,93,O3,SEDANG,JAKARTA
6/18/2019,69,27,20.0,74,12,74,O3,SEDANG,JAKARTA
6/19/2019,80,27,19.0,92,16,92,O3,SEDANG,JAKARTA
6/20/2019,87,25,34.0,99,17,99,O3,SEDANG,JAKARTA
6/21/2019,79,27,23.0,103,13,103,O3,TIDAK SEHAT,JAKARTA
6/22/2019,80,28,19.0,133,15,133,O3,TIDAK SEHAT,JAKARTA
6/23/2019,72,26,20.0,134,17,134,O3,TIDAK SEHAT,JAKARTA
6/24/2019,79,27,20.0,103,13,103,O3,TIDAK SEHAT,JAKARTA
6/25/2019,89,26,25.0,89,14,89,PM10,SEDANG,JAKARTA
6/26/2019,84,27,21.0,80,15,84,PM10,SEDANG,JAKARTA
6/27/2019,81,26,25.0,142,17,142,O3,TIDAK SEHAT,JAKARTA
6/28/2019,69,29,28.0,143,21,143,O3,TIDAK SEHAT,JAKARTA
6/29/2019,69,29,26.0,173,17,173,O3,TIDAK SEHAT,JAKARTA
6/30/2019,64,27,16.0,83,12,83,O3,SEDANG,JAKARTA
7/1/2019,69,26,23.0,96,15,96,O3,SEDANG,JAKARTA
7/2/2019,71,26,24.0,108,15,108,O3,TIDAK SEHAT,JAKARTA
7/3/2019,71,28,21.0,87,16,87,O3,SEDANG,JAKARTA
7/4/2019,77,25,20.0,78,16,78,O3,SEDANG,JAKARTA
7/5/2019,67,26,23.0,91,13,91,O3,SEDANG,JAKARTA
7/6/2019,62,27,22.0,82,13,82,O3,SEDANG,JAKARTA
7/7/2019,63,26,12.0,58,7,63,PM10,SEDANG,JAKARTA
7/8/2019,61,27,17.0,84,10,84,O3,SEDANG,JAKARTA
7/9/2019,69,26,22.0,111,18,111,O3,TIDAK SEHAT,JAKARTA
7/10/2019,64,31,14.0,91,15,91,O3,SEDANG,JAKARTA
7/11/2019,71,28,20.0,63,14,71,PM10,SEDANG,JAKARTA
7/12/2019,67,28,17.0,77,13,77,O3,SEDANG,JAKARTA
7/13/2019,67,27,18.0,163,14,163,O3,TIDAK SEHAT,JAKARTA
7/14/2019,84,29,22.0,160,17,160,O3,TIDAK SEHAT,JAKARTA
7/15/2019,70,26,23.0,77,18,77,O3,SEDANG,JAKARTA
7/16/2019,78,27,24.0,92,19,92,O3,SEDANG,JAKARTA
7/17/2019,68,27,27.0,107,19,107,O3,TIDAK SEHAT,JAKARTA
7/18/2019,74,27,23.0,87,16,87,O3,SEDANG,JAKARTA
7/19/2019,68,28,26.0,58,18,68,PM10,SEDANG,JAKARTA
7/20/2019,75,27,22.0,113,22,113,O3,TIDAK SEHAT,JAKARTA
7/21/2019,79,27,18.0,91,12,91,O3,SEDANG,JAKARTA
7/22/2019,71,25,24.0,121,21,121,O3,TIDAK SEHAT,JAKARTA
7/23/2019,83,28,23.0,78,15,83,PM10,SEDANG,JAKARTA
7/24/2019,76,28,20.0,92,19,92,O3,SEDANG,JAKARTA
7/25/2019,79,28,37.0,124,25,124,O3,TIDAK SEHAT,JAKARTA
7/26/2019,83,28,21.0,96,21,96,O3,SEDANG,JAKARTA
7/27/2019,73,27,17.0,94,13,94,O3,SEDANG,JAKARTA
7/28/2019,90,27,17.0,115,13,115,O3,TIDAK SEHAT,JAKARTA
7/29/2019,75,27,27.0,129,17,129,O3,TIDAK SEHAT,JAKARTA
7/30/2019,83,27,26.0,99,15,99,O3,SEDANG,JAKARTA
8/1/2019,71,27,22.0,115,18,115,O3,TIDAK SEHAT,JAKARTA
8/2/2019,76,28,22.0,96,20,96,O3,SEDANG,JAKARTA
8/3/2019,77,28,20.0,92,19,92,O3,SEDANG,JAKARTA
8/4/2019,71,27,18.0,80,17,80,O3,SEDANG,JAKARTA
8/5/2019,64,28,0.0,117,22,117,O3,TIDAK SEHAT,JAKARTA
8/6/2019,66,29,20.0,140,18,140,O3,TIDAK SEHAT,JAKARTA
8/7/2019,79,28,22.0,127,14,127,O3,TIDAK SEHAT,JAKARTA
8/8/2019,98,22,24.0,146,21,146,O3,TIDAK SEHAT,JAKARTA
8/9/2019,74,29,21.0,119,18,119,O3,TIDAK SEHAT,JAKARTA
8/10/2019,82,29,24.0,100,18,100,O3,SEDANG,JAKARTA
8/11/2019,68,27,21.0,72,9,72,O3,SEDANG,JAKARTA
8/12/2019,71,27,17.0,73,10,73,O3,SEDANG,JAKARTA
8/13/2019,70,29,21.0,57,10,70,PM10,SEDANG,JAKARTA
8/14/2019,67,28,19.0,69,18,69,O3,SEDANG,JAKARTA
8/15/2019,72,28,22.0,102,17,102,O3,TIDAK SEHAT,JAKARTA
8/16/2019,92,28,48.0,207,19,207,O3,SANGAT TIDAK SEHAT,JAKARTA
8/17/2019,71,27,22.0,174,14,174,O3,TIDAK SEHAT,JAKARTA
8/18/2019,69,27,25.0,108,10,108,O3,TIDAK SEHAT,JAKARTA
8/19/2019,71,29,25.0,185,19,185,O3,TIDAK SEHAT,JAKARTA
8/20/2019,75,31,23.0,171,18,171,O3,TIDAK SEHAT,JAKARTA
8/21/2019,70,30,20.0,76,11,76,O3,SEDANG,JAKARTA
8/22/2019,70,21,20.0,88,14,88,O3,SEDANG,JAKARTA
8/23/2019,81,28,29.0,201,18,201,O3,SANGAT TIDAK SEHAT,JAKARTA
8/24/2019,77,28,22.0,171,19,171,O3,TIDAK SEHAT,JAKARTA
8/25/2019,66,29,17.0,128,12,128,O3,TIDAK SEHAT,JAKARTA
8/26/2019,78,30,22.0,184,16,184,O3,TIDAK SEHAT,JAKARTA
8/27/2019,79,35,24.0,149,22,149,O3,TIDAK SEHAT,JAKARTA
8/28/2019,69,27,28.0,108,17,108,O3,TIDAK SEHAT,JAKARTA
8/29/2019,76,28,28.0,132,14,132,O3,TIDAK SEHAT,JAKARTA
8/30/2019,72,30,22.0,96,12,96,O3,SEDANG,JAKARTA
8/31/2019,76,29,30.0,78,15,78,O3,SEDANG,JAKARTA
9/1/2019,74,22,26.0,109,10,109,O3,TIDAK SEHAT,JAKARTA
9/2/2019,71,20,24.0,187,16,187,O3,TIDAK SEHAT,JAKARTA
9/3/2019,73,31,20.0,141,20,141,O3,TIDAK SEHAT,JAKARTA
9/4/2019,78,30,24.0,144,13,144,O3,TIDAK SEHAT,JAKARTA
9/5/2019,75,30,26.0,113,12,113,O3,TIDAK SEHAT,JAKARTA
9/6/2019,74,30,23.0,127,15,127,O3,TIDAK SEHAT,JAKARTA
9/7/2019,73,30,26.0,127,15,127,O3,TIDAK SEHAT,JAKARTA
9/8/2019,65,31,20.0,126,11,126,O3,TIDAK SEHAT,JAKARTA
9/9/2019,67,29,20.0,106,14,106,O3,TIDAK SEHAT,JAKARTA
9/10/2019,70,30,21.0,91,13,91,O3,SEDANG,JAKARTA
9/11/2019,75,32,25.0,160,16,160,O3,TIDAK SEHAT,JAKARTA
9/12/2019,78,30,25.0,143,18,143,O3,TIDAK SEHAT,JAKARTA
9/13/2019,84,33,23.0,156,18,156,O3,TIDAK SEHAT,JAKARTA
9/14/2019,76,32,21.0,156,15,156,O3,TIDAK SEHAT,JAKARTA
9/15/2019,74,31,22.0,99,14,99,O3,SEDANG,JAKARTA
9/16/2019,67,30,24.0,74,10,74,O3,SEDANG,JAKARTA
9/17/2019,66,32,21.0,77,14,77,O3,SEDANG,JAKARTA
9/18/2019,71,32,22.0,132,16,132,O3,TIDAK SEHAT,JAKARTA
9/19/2019,70,32,25.0,107,12,107,O3,TIDAK SEHAT,JAKARTA
9/20/2019,66,31,19.0,91,13,91,O3,SEDANG,JAKARTA
