tanggal,pm10,so2,co,o3,no2,max
1/1/2010,60,4,73.0,27,14,73
1/2/2010,32,2,16.0,33,9,33
1/3/2010,27,2,19.0,20,9,27
1/4/2010,22,2,16.0,15,6,22
1/5/2010,25,2,17.0,15,8,25
1/6/2010,30,3,22.0,19,11,30
1/7/2010,41,4,24.0,27,13,41
1/8/2010,64,8,51.0,19,15,64
1/9/2010,55,5,39.0,23,16,55
1/10/2010,34,5,23.0,26,12,34
1/11/2010,55,10,32.0,23,16,55
1/12/2010,45,4,33.0,9,17,45
1/13/2010,28,5,29.0,10,12,29
1/14/2010,38,6,28.0,15,10,38
1/15/2010,35,5,33.0,17,17,35
1/16/2010,54,5,38.0,17,18,54
1/17/2010,44,4,28.0,22,14,44
1/18/2010,38,4,29.0,24,15,38
1/19/2010,40,3,43.0,23,23,43
1/20/2010,61,5,63.0,16,17,63
1/21/2010,36,4,27.0,23,13,36
1/22/2010,51,4,45.0,14,13,51
1/23/2010,35,3,30.0,20,14,35
1/24/2010,56,6,46.0,30,14,56
1/25/2010,59,4,38.0,18,15,59
1/26/2010,43,5,42.0,19,24,43
1/27/2010,54,8,38.0,40,16,54
1/28/2010,72,8,55.0,20,17,72
1/29/2010,51,8,24.0,19,11,51
1/30/2010,47,8,32.0,19,12,47
1/31/2010,32,5,25.0,26,10,32
2/1/2010,41,7,30.0,17,13,41
2/2/2010,50,4,30.0,23,12,50
2/3/2010,49,7,33.0,57,23,57
2/4/2010,59,9,38.0,75,26,75
2/5/2010,63,7,39.0,41,23,63
2/6/2010,65,8,59.0,24,15,65
2/7/2010,60,10,45.0,47,17,60
2/8/2010,46,5,31.0,42,17,46
2/9/2010,52,7,30.0,34,16,52
2/10/2010,50,8,31.0,39,14,50
2/11/2010,47,5,27.0,26,14,47
2/12/2010,56,6,33.0,45,20,56
2/13/2010,55,6,39.0,14,14,55
2/14/2010,55,6,61.0,16,13,61
2/15/2010,40,4,30.0,63,22,63
2/16/2010,56,4,43.0,25,20,56
2/17/2010,52,4,34.0,30,17,52
2/18/2010,41,5,26.0,14,10,41
2/19/2010,37,4,43.0,17,17,43
2/20/2010,52,3,64.0,18,12,64
2/21/2010,61,4,53.0,36,15,61
2/22/2010,34,4,31.0,23,16,34
2/23/2010,57,7,35.0,42,18,57
2/24/2010,59,4,44.0,93,24,93
2/25/2010,65,6,55.0,26,26,65
2/26/2010,68,9,67.0,67,22,68
2/27/2010,67,8,47.0,47,19,67
2/28/2010,65,6,38.0,80,23,80
3/1/2010,60,5,39.0,44,19,60
3/2/2010,74,8,56.0,68,27,74
3/3/2010,54,12,35.0,77,25,77
3/4/2010,59,9,32.0,62,20,62
3/5/2010,62,11,35.0,31,19,62
3/6/2010,72,10,54.0,43,23,72
3/7/2010,59,7,46.0,57,19,59
3/8/2010,56,7,37.0,39,18,56
3/9/2010,45,5,33.0,27,15,45
3/10/2010,44,8,37.0,41,19,44
3/11/2010,51,6,37.0,18,14,51
3/12/2010,43,6,42.0,39,20,43
3/13/2010,74,9,46.0,64,16,74
3/14/2010,61,9,27.0,27,13,61
3/15/2010,52,8,28.0,30,15,52
3/16/2010,40,5,25.0,45,13,45
3/17/2010,50,8,30.0,25,15,50
3/18/2010,58,10,33.0,23,15,58
3/19/2010,63,10,44.0,36,18,63
3/20/2010,54,11,29.0,66,19,66
3/21/2010,52,7,33.0,31,16,52
3/22/2010,37,5,22.0,15,10,37
3/23/2010,52,9,44.0,42,29,52
3/24/2010,0,7,41.0,99,29,99
3/25/2010,55,9,33.0,46,20,55
3/26/2010,48,4,45.0,57,29,57
3/27/2010,61,18,41.0,59,16,61
3/28/2010,56,4,44.0,45,13,56
3/29/2010,50,2,34.0,27,25,50
3/30/2010,44,6,33.0,0,12,44
3/31/2010,58,5,57.0,0,14,58
4/1/2010,59,5,46.0,0,21,59
4/2/2010,57,4,31.0,88,18,88
4/3/2010,37,4,18.0,0,10,37
4/4/2010,39,0,29.0,0,10,39
4/5/2010,63,7,50.0,0,22,63
4/6/2010,70,9,52.0,0,27,70
4/7/2010,70,14,42.0,62,25,70
4/8/2010,65,15,54.0,102,27,102
4/9/2010,59,12,46.0,27,15,59
4/10/2010,40,10,33.0,33,12,40
4/11/2010,45,10,31.0,21,11,45
4/12/2010,66,19,39.0,80,25,80
4/13/2010,57,17,34.0,80,24,80
4/14/2010,70,16,40.0,59,21,70
4/15/2010,70,13,57.0,41,19,70
4/16/2010,38,11,30.0,42,13,42
4/17/2010,38,10,26.0,28,12,38
4/18/2010,36,9,22.0,27,10,36
4/19/2010,36,0,24.0,20,10,36
4/20/2010,39,0,27.0,24,12,39
4/21/2010,41,0,23.0,30,12,41
4/22/2010,37,0,34.0,25,14,37
4/23/2010,29,0,22.0,23,12,29
4/24/2010,31,0,28.0,36,12,36
4/25/2010,50,0,26.0,55,29,55
4/26/2010,58,0,31.0,67,29,67
4/27/2010,67,0,30.0,52,18,67
4/28/2010,56,0,26.0,30,15,56
4/29/2010,61,0,34.0,61,26,61
4/30/2010,76,0,42.0,42,24,76
5/1/2010,60,0,24.0,28,10,60
5/2/2010,58,16,19.0,31,13,58
5/3/2010,60,16,29.0,73,18,73
5/4/2010,53,13,27.0,31,16,53
5/5/2010,53,16,26.0,35,15,53
5/6/2010,53,19,25.0,21,11,53
5/7/2010,67,19,33.0,33,16,67
5/8/2010,57,16,24.0,26,9,57
5/9/2010,0,16,28.0,51,16,51
5/10/2010,0,14,43.0,75,26,75
5/11/2010,0,14,42.0,60,24,60
5/12/2010,61,12,50.0,32,19,61
5/13/2010,52,15,40.0,65,21,65
5/14/2010,59,12,46.0,69,26,69
5/15/2010,52,14,45.0,92,26,92
5/16/2010,56,12,29.0,65,15,65
5/17/2010,55,15,55.0,32,16,55
5/18/2010,57,17,45.0,50,25,57
5/19/2010,69,14,39.0,79,18,79
5/20/2010,58,14,38.0,57,21,58
5/21/2010,53,14,37.0,60,18,60
5/22/2010,63,16,50.0,54,21,63
5/23/2010,57,14,28.0,50,23,57
5/24/2010,54,15,37.0,42,21,54
5/25/2010,56,18,34.0,43,18,56
5/26/2010,55,15,41.0,123,34,123
5/27/2010,58,17,50.0,113,29,113
5/28/2010,68,21,49.0,24,25,68
5/29/2010,54,16,30.0,28,14,54
5/30/2010,59,14,41.0,64,16,64
5/31/2010,56,16,33.0,25,15,56
6/1/2010,55,20,35.0,31,20,55
6/2/2010,58,14,42.0,93,26,93
6/3/2010,72,19,38.0,55,22,72
6/4/2010,59,18,36.0,30,19,59
6/5/2010,57,15,39.0,87,21,87
6/6/2010,59,18,47.0,42,25,59
6/7/2010,70,16,39.0,52,21,70
6/8/2010,77,19,95.0,18,30,95
6/9/2010,54,20,36.0,45,25,54
6/10/2010,79,23,46.0,34,24,79
6/11/2010,60,21,33.0,27,14,60
6/12/2010,64,20,39.0,23,13,64
6/13/2010,59,15,64.0,29,15,64
6/14/2010,55,22,31.0,29,14,55
6/15/2010,57,20,34.0,31,20,57
6/16/2010,55,17,71.0,27,38,71
6/17/2010,75,21,71.0,30,29,75
6/18/2010,74,21,50.0,74,29,74
6/19/2010,59,14,37.0,71,26,71
6/20/2010,49,15,23.0,28,9,49
6/21/2010,51,18,31.0,28,13,51
6/22/2010,58,17,36.0,41,21,58
6/23/2010,64,17,32.0,41,23,64
6/24/2010,0,0,30.0,0,0,30
6/25/2010,28,9,30.0,22,11,30
6/26/2010,56,19,30.0,44,22,56
6/27/2010,69,18,46.0,55,25,69
6/28/2010,60,15,40.0,36,19,60
6/29/2010,65,17,34.0,33,14,65
6/30/2010,50,17,29.0,22,12,50
7/1/2010,55,21,25.0,27,12,55
7/2/2010,62,22,37.0,66,19,66
7/3/2010,64,15,34.0,76,20,76
7/4/2010,56,13,46.0,51,23,56
7/5/2010,54,21,30.0,36,14,54
7/6/2010,55,20,34.0,35,19,55
7/7/2010,63,19,37.0,37,20,63
7/8/2010,74,18,71.0,43,22,74
7/9/2010,51,16,34.0,39,20,51
7/10/2010,55,16,44.0,34,20,55
7/11/2010,58,17,43.0,33,18,58
7/12/2010,61,16,43.0,64,29,64
7/13/2010,66,15,36.0,33,21,66
7/14/2010,61,18,37.0,30,21,61
7/15/2010,63,17,31.0,31,15,63
7/16/2010,63,17,39.0,31,21,63
7/17/2010,81,20,41.0,43,23,81
7/18/2010,61,16,33.0,45,23,61
7/19/2010,53,14,35.0,37,21,53
7/20/2010,52,17,40.0,54,27,54
7/21/2010,60,17,41.0,39,22,60
7/22/2010,62,18,39.0,60,22,62
7/23/2010,65,25,36.0,46,20,65
7/24/2010,55,17,30.0,45,17,55
7/25/2010,60,16,27.0,65,17,65
7/26/2010,62,17,31.0,40,16,62
7/27/2010,49,13,31.0,29,11,49
7/28/2010,57,22,44.0,59,24,59
7/29/2010,63,14,40.0,38,20,63
7/30/2010,48,15,31.0,22,10,48
7/31/2010,50,16,21.0,25,10,50
8/1/2010,48,12,19.0,47,25,48
8/2/2010,57,15,36.0,57,29,57
8/3/2010,61,13,31.0,48,17,61
8/4/2010,68,14,16.0,52,21,68
8/5/2010,76,16,0.0,56,26,76
8/6/2010,60,17,38.0,59,17,60
8/7/2010,61,13,40.0,80,32,80
8/8/2010,60,12,42.0,73,19,73
8/9/2010,61,16,40.0,77,26,77
8/10/2010,63,14,36.0,35,20,63
8/11/2010,0,15,23.0,34,10,34
8/12/2010,0,14,20.0,27,7,27
8/13/2010,54,16,20.0,31,9,54
8/14/2010,43,16,33.0,28,6,43
8/15/2010,53,15,27.0,44,11,53
8/16/2010,60,17,34.0,37,25,60
8/17/2010,54,14,43.0,46,15,54
8/18/2010,60,15,45.0,74,29,74
8/19/2010,39,12,40.0,34,26,40
8/20/2010,44,17,36.0,29,14,44
8/21/2010,52,14,45.0,30,15,52
8/22/2010,48,18,28.0,71,21,71
8/23/2010,65,17,34.0,48,16,65
8/24/2010,51,18,23.0,43,12,51
8/25/2010,68,18,80.0,45,17,80
8/26/2010,45,15,25.0,33,17,45
8/27/2010,49,19,33.0,36,15,49
8/28/2010,48,17,45.0,67,20,67
8/29/2010,59,23,39.0,70,20,70
8/30/2010,57,17,22.0,35,15,57
8/31/2010,52,16,27.0,35,14,52
9/1/2010,53,16,28.0,43,16,53
9/2/2010,56,17,35.0,44,23,56
9/3/2010,53,16,39.0,52,22,53
9/4/2010,47,19,32.0,44,21,47
9/5/2010,48,17,26.0,54,17,54
9/6/2010,51,15,35.0,26,19,51
9/7/2010,56,19,45.0,30,19,56
9/8/2010,50,16,43.0,65,21,65
9/9/2010,38,11,32.0,29,11,38
9/10/2010,51,11,45.0,39,14,51
9/11/2010,37,13,25.0,55,12,55
9/12/2010,25,11,18.0,50,17,50
9/13/2010,24,10,18.0,51,13,51
9/14/2010,28,12,26.0,42,11,42
9/15/2010,36,13,34.0,42,22,42
9/16/2010,36,12,28.0,21,14,36
9/17/2010,31,14,26.0,49,16,49
9/18/2010,51,16,32.0,50,15,51
9/19/2010,49,14,25.0,34,11,49
9/20/2010,37,14,30.0,39,15,39
9/21/2010,41,14,30.0,30,18,41
9/22/2010,55,15,64.0,45,22,64
9/23/2010,57,20,53.0,57,25,57
9/24/2010,55,19,49.0,58,22,58
9/25/2010,57,21,49.0,32,22,57
9/26/2010,32,15,20.0,46,11,46
9/27/2010,50,18,36.0,51,22,51
9/28/2010,37,16,31.0,71,21,71
9/29/2010,62,21,35.0,78,28,78
9/30/2010,65,19,36.0,62,23,65
10/1/2010,54,17,32.0,100,23,100
10/2/2010,56,18,41.0,67,20,67
10/3/2010,60,16,62.0,43,19,62
10/4/2010,39,15,44.0,51,27,51
10/5/2010,54,22,39.0,63,23,63
10/6/2010,69,27,41.0,71,24,71
10/7/2010,50,17,42.0,80,30,80
10/8/2010,62,21,36.0,59,24,62
10/9/2010,53,16,44.0,62,21,62
10/10/2010,41,19,23.0,55,14,55
10/11/2010,46,21,28.0,111,24,111
10/12/2010,59,25,31.0,95,26,95
10/13/2010,52,17,28.0,56,19,56
10/14/2010,51,21,32.0,60,24,60
10/15/2010,49,15,46.0,43,23,49
10/16/2010,48,18,31.0,40,17,48
10/17/2010,48,17,25.0,46,15,48
10/18/2010,54,16,38.0,64,18,64
10/19/2010,47,17,31.0,69,22,69
10/20/2010,47,15,35.0,70,20,70
10/21/2010,41,17,33.0,90,21,90
10/22/2010,48,17,31.0,75,23,75
10/23/2010,56,15,59.0,66,23,66
10/24/2010,52,15,35.0,37,17,52
10/25/2010,43,18,38.0,58,23,58
10/26/2010,37,15,48.0,32,18,48
10/27/2010,43,17,34.0,70,21,70
10/28/2010,40,16,32.0,69,22,69
10/29/2010,49,18,32.0,57,21,57
10/30/2010,57,19,37.0,55,19,57
10/31/2010,39,12,30.0,36,14,39
11/1/2010,44,15,25.5,25,11,44
11/2/2010,33,14,18.0,25,8,33
11/3/2010,56,18,32.0,48,18,56
11/4/2010,54,17,47.0,45,12,54
11/5/2010,31,13,27.0,54,11,54
11/6/2010,49,14,30.0,36,16,49
11/7/2010,69,13,23.0,80,14,80
11/8/2010,32,13,19.0,56,8,56
11/9/2010,50,15,28.0,78,14,78
11/10/2010,56,20,39.0,215,26,215
11/11/2010,56,20,30.0,126,20,126
11/12/2010,44,18,23.0,81,9,81
11/13/2010,43,16,28.0,123,18,123
11/14/2010,54,15,40.0,67,23,67
11/15/2010,51,19,30.0,130,17,130
11/16/2010,64,19,34.0,137,24,137
11/17/2010,61,17,55.0,136,17,136
11/18/2010,61,16,36.0,206,38,206
11/19/2010,68,20,49.0,148,28,148
11/20/2010,67,19,35.0,195,24,195
11/21/2010,68,18,36.0,154,22,154
11/22/2010,57,19,38.0,238,30,238
11/23/2010,69,18,39.0,112,24,112
11/24/2010,72,26,39.0,146,23,146
11/25/2010,52,17,28.0,190,19,190
11/26/2010,70,21,35.0,172,26,172
11/27/2010,62,17,49.0,189,23,189
11/28/2010,60,17,43.0,92,23,92
11/29/2010,67,19,37.0,93,26,93
11/30/2010,66,16,32.0,74,19,74
12/1/2010,58,17,26.0,80,12,80
12/2/2010,63,21,30.0,80,14,80
12/3/2010,68,31,34.0,82,14,82
12/4/2010,74,24,32.0,46,18,74
12/5/2010,60,15,38.0,30,8,60
12/6/2010,55,14,24.0,34,13,55
12/7/2010,54,14,23.0,30,7,54
12/8/2010,61,14,19.0,32,9,61
12/9/2010,56,14,23.0,58,14,58
12/10/2010,63,16,23.0,50,9,63
12/11/2010,54,13,20.0,38,12,54
12/12/2010,56,13,21.0,43,15,56
12/13/2010,67,16,22.0,83,15,83
12/14/2010,82,20,32.0,56,17,82
12/15/2010,58,19,34.0,119,19,119
12/16/2010,41,19,27.0,44,15,44
12/17/2010,38,20,20.0,36,9,38
12/18/2010,34,15,27.0,33,11,34
12/19/2010,49,13,19.0,32,10,49
12/20/2010,51,17,26.0,33,11,51
12/21/2010,40,16,27.0,32,12,40
12/22/2010,55,14,34.0,33,13,55
12/23/2010,59,20,41.0,38,13,59
12/24/2010,62,19,32.0,241,23,241
12/25/2010,65,28,27.0,80,15,80
12/26/2010,65,18,23.0,52,12,65
12/27/2010,38,19,22.0,54,14,54
12/28/2010,45,15,23.0,57,17,57
12/29/2010,42,16,25.0,40,14,42
12/30/2010,38,18,24.0,40,15,40
12/31/2010,33,19,21.0,34,15,34
1/1/2011,52,17,51.0,76,7,76
1/2/2011,35,15,15.0,47,11,47
1/3/2011,41,16,35.0,31,15,41
1/4/2011,53,17,19.0,77,11,77
1/5/2011,59,12,21.0,61,12,61
1/6/2011,57,11,30.0,94,19,94
1/7/2011,57,17,28.0,67,19,67
1/8/2011,70,22,37.0,69,16,70
1/9/2011,74,20,35.0,78,18,78
1/10/2011,55,19,21.0,89,13,89
1/11/2011,52,18,24.0,63,12,63
1/12/2011,60,20,28.0,58,15,60
1/13/2011,71,16,28.0,73,18,73
1/14/2011,70,15,24.0,55,17,70
1/15/2011,90,15,26.0,58,17,90
1/16/2011,66,13,16.0,22,8,66
1/17/2011,67,14,20.0,46,13,67
1/18/2011,80,12,31.0,48,17,80
1/19/2011,42,13,70.0,48,16,70
1/20/2011,49,16,26.0,44,16,49
1/21/2011,50,13,43.0,55,21,55
1/22/2011,65,16,44.0,50,23,65
1/23/2011,67,14,59.0,48,14,67
1/24/2011,63,20,33.0,44,17,63
1/25/2011,60,23,27.0,59,19,60
1/26/2011,58,24,26.0,70,17,70
1/27/2011,94,20,26.0,40,19,94
1/28/2011,68,14,38.0,37,16,68
1/29/2011,48,14,23.0,45,12,48
1/30/2011,56,16,25.0,42,13,56
1/31/2011,47,14,22.0,24,8,47
2/1/2011,56,20,22.0,29,11,56
2/2/2011,60,18,29.0,45,16,60
2/3/2011,50,16,24.0,48,12,50
2/4/2011,49,16,27.0,42,16,49
2/5/2011,56,14,44.0,51,19,56
2/6/2011,38,15,21.0,38,16,38
2/7/2011,51,16,24.0,37,16,51
2/8/2011,57,17,38.0,53,18,57
2/9/2011,55,19,30.0,70,22,70
2/10/2011,73,18,38.0,64,21,73
2/11/2011,78,21,55.0,99,24,99
2/12/2011,81,17,79.0,85,18,85
2/13/2011,71,18,34.0,97,16,97
2/14/2011,62,12,39.0,49,18,62
2/15/2011,55,15,53.0,52,20,55
2/16/2011,65,16,39.0,47,22,65
2/17/2011,59,22,33.0,61,18,61
2/18/2011,59,18,24.0,58,17,59
2/19/2011,59,21,33.0,45,21,59
2/20/2011,53,17,24.0,46,17,53
2/21/2011,55,16,22.0,56,17,56
2/22/2011,68,15,47.0,52,19,68
2/23/2011,63,15,27.0,59,17,63
2/24/2011,47,6,23.0,47,19,47
2/25/2011,61,9,23.0,42,18,61
2/26/2011,62,14,24.0,44,18,62
2/27/2011,55,15,38.0,27,22,55
2/28/2011,52,16,33.0,22,16,52
3/1/2011,40,14,26.0,42,8,42
3/2/2011,40,15,21.0,34,8,40
3/3/2011,53,16,22.0,36,9,53
3/4/2011,51,18,27.0,42,13,51
3/5/2011,40,17,35.0,35,13,40
3/6/2011,51,14,24.0,31,10,51
3/7/2011,54,14,17.0,30,11,54
3/8/2011,43,14,20.0,33,9,43
3/9/2011,51,17,25.0,47,17,51
3/10/2011,54,17,26.0,43,17,54
3/11/2011,58,15,24.0,52,11,58
3/12/2011,54,17,26.0,60,28,60
3/13/2011,67,17,25.0,47,15,67
3/14/2011,68,15,47.0,31,17,68
3/15/2011,71,16,25.0,72,17,72
3/16/2011,59,19,35.0,96,18,96
3/17/2011,67,19,54.0,111,21,111
3/18/2011,87,22,33.0,79,20,87
3/19/2011,78,17,29.0,76,23,78
3/20/2011,61,15,32.0,83,23,83
3/21/2011,52,13,20.0,38,11,52
3/22/2011,52,15,22.0,33,9,52
3/23/2011,51,15,22.0,26,9,51
3/24/2011,47,14,18.0,26,8,47
3/25/2011,47,14,22.0,35,14,47
3/26/2011,51,13,22.0,38,8,51
3/27/2011,55,13,19.0,33,15,55
3/28/2011,44,13,15.0,29,13,44
3/29/2011,45,13,16.0,25,8,45
3/30/2011,49,14,19.0,28,8,49
3/31/2011,42,14,21.0,24,7,42
4/1/2011,45,14,20.0,21,8,45
4/2/2011,48,15,24.0,26,6,48
4/3/2011,52,14,13.0,28,7,52
4/4/2011,50,15,23.0,39,12,50
4/5/2011,59,14,21.0,42,15,59
4/6/2011,52,14,19.0,38,8,52
4/7/2011,57,15,20.0,36,12,57
4/8/2011,55,18,24.0,44,15,55
4/9/2011,50,21,33.0,44,14,50
4/10/2011,39,16,23.0,49,19,49
4/11/2011,40,17,30.0,44,23,44
4/12/2011,72,22,35.0,90,19,90
4/13/2011,80,23,32.0,116,25,116
4/14/2011,65,22,35.0,74,26,74
4/15/2011,65,23,36.0,122,23,122
4/16/2011,84,18,29.0,171,34,171
4/17/2011,77,14,51.0,126,19,126
4/18/2011,64,15,29.0,124,26,124
4/19/2011,65,17,38.0,128,29,128
4/20/2011,77,23,30.0,89,19,89
4/21/2011,62,19,33.0,94,27,94
4/22/2011,66,16,26.0,125,22,125
4/23/2011,62,15,18.0,127,22,127
4/24/2011,64,15,27.0,83,16,83
4/25/2011,65,17,39.0,70,16,70
4/26/2011,71,24,27.0,62,15,71
4/27/2011,68,25,43.0,71,22,71
4/28/2011,62,18,32.0,69,15,69
4/29/2011,77,19,27.0,76,20,77
4/30/2011,74,19,42.0,78,23,78
5/1/2011,71,18,54.0,88,31,88
5/2/2011,61,19,35.0,98,29,98
5/3/2011,69,22,31.0,69,28,69
5/4/2011,63,18,26.0,47,17,63
5/5/2011,76,17,28.0,63,20,76
5/6/2011,58,22,36.0,65,23,65
5/7/2011,63,22,38.0,66,14,66
5/8/2011,56,15,42.0,50,13,56
5/9/2011,51,9,20.0,153,27,153
5/10/2011,78,20,29.0,137,24,137
5/11/2011,79,19,30.0,92,29,92
5/12/2011,84,19,32.0,82,20,84
5/13/2011,59,18,35.0,87,18,87
5/14/2011,66,17,37.0,84,27,84
5/15/2011,66,16,31.0,99,20,99
5/16/2011,61,17,30.0,139,27,139
5/17/2011,63,23,30.0,133,21,133
5/18/2011,69,18,34.0,85,19,85
5/19/2011,89,20,43.0,88,22,89
5/20/2011,68,20,36.0,107,19,107
5/21/2011,70,15,34.0,82,26,82
5/22/2011,84,11,38.0,78,11,84
5/23/2011,75,15,32.0,140,30,140
5/24/2011,68,19,34.0,96,19,96
5/25/2011,64,21,37.0,113,22,113
5/26/2011,66,19,40.0,114,25,114
5/27/2011,72,21,37.0,95,18,95
5/28/2011,86,21,35.0,111,17,111
5/29/2011,97,23,31.0,107,17,107
5/30/2011,92,20,32.0,98,21,98
5/31/2011,81,21,35.0,93,26,93
6/1/2011,91,21,70.0,82,23,91
6/2/2011,68,17,25.0,65,13,68
6/3/2011,65,19,18.0,50,10,65
6/4/2011,73,21,17.0,56,11,73
6/5/2011,77,17,28.0,54,15,77
6/6/2011,70,17,37.0,81,21,81
6/7/2011,66,15,41.0,92,20,92
6/8/2011,90,20,35.0,85,31,90
6/9/2011,82,15,37.0,121,27,121
6/10/2011,71,18,32.0,93,19,93
6/11/2011,65,22,39.0,94,20,94
6/12/2011,93,21,29.0,84,25,93
6/13/2011,63,18,29.0,91,20,91
6/14/2011,88,23,27.0,93,20,93
6/15/2011,104,23,41.0,137,23,137
6/16/2011,110,23,35.0,103,19,110
6/17/2011,105,20,34.0,81,24,105
6/18/2011,85,15,24.0,128,20,128
6/19/2011,108,12,29.0,119,25,119
6/20/2011,109,13,32.0,88,27,109
6/21/2011,97,19,30.0,82,26,97
6/22/2011,112,22,29.0,92,21,112
6/23/2011,109,13,29.0,94,39,109
6/24/2011,107,16,29.0,85,16,107
6/25/2011,87,11,27.0,79,13,87
6/26/2011,103,12,19.0,73,13,103
6/27/2011,85,12,23.0,49,19,85
6/28/2011,72,10,28.0,122,20,122
6/29/2011,68,15,27.0,157,20,157
6/30/2011,80,16,33.0,127,22,127
7/1/2011,85,14,33.0,65,19,85
7/2/2011,128,17,37.0,81,18,128
7/3/2011,94,14,25.0,90,14,94
7/4/2011,89,13,24.0,75,15,89
7/5/2011,93,21,35.0,90,19,93
7/6/2011,61,18,27.0,80,17,80
7/7/2011,79,22,27.0,90,15,90
7/8/2011,80,20,25.0,88,15,88
7/9/2011,80,17,21.0,60,13,80
7/10/2011,83,19,18.0,73,12,83
7/11/2011,66,13,27.0,92,17,92
7/12/2011,92,20,30.0,78,17,92
7/13/2011,74,20,28.0,82,13,82
7/14/2011,102,17,27.0,105,17,105
7/15/2011,104,14,30.0,174,19,174
7/16/2011,81,14,29.0,120,19,120
7/17/2011,101,28,31.0,84,17,101
7/18/2011,122,18,35.0,84,26,122
7/19/2011,97,22,32.0,74,17,97
7/20/2011,70,16,26.0,71,13,71
7/21/2011,107,21,23.0,63,12,107
7/22/2011,73,22,23.0,55,10,73
7/23/2011,103,19,53.0,76,13,103
7/24/2011,116,16,25.0,107,15,116
7/25/2011,83,13,30.0,127,22,127
7/26/2011,86,22,32.0,104,18,104
7/27/2011,100,24,25.0,82,18,100
7/28/2011,103,16,29.0,113,18,113
7/29/2011,70,16,27.0,136,24,136
7/30/2011,87,15,27.0,129,23,129
7/31/2011,96,14,23.0,73,19,96
8/1/2011,110,20,23.0,67,16,110
8/2/2011,95,17,25.0,69,15,95
8/3/2011,110,15,28.0,165,20,165
8/4/2011,71,12,27.0,117,26,117
8/5/2011,89,16,29.0,168,22,168
8/6/2011,119,16,27.0,105,16,119
8/7/2011,115,16,37.0,82,13,115
8/8/2011,134,14,24.0,91,15,134
8/9/2011,118,17,23.0,107,14,118
8/10/2011,127,15,25.0,138,16,138
8/11/2011,127,11,24.0,110,16,127
8/12/2011,86,14,13.0,92,13,92
8/13/2011,95,12,19.0,91,13,95
8/14/2011,110,13,20.0,77,15,110
8/15/2011,69,16,33.0,87,19,87
8/16/2011,100,13,29.0,76,17,100
8/17/2011,136,13,22.0,83,15,136
8/18/2011,171,16,42.0,101,22,171
8/19/2011,138,11,30.0,78,14,138
8/20/2011,100,15,20.0,65,17,100
8/21/2011,113,15,21.0,77,13,113
8/22/2011,146,17,28.0,124,22,146
8/23/2011,126,17,29.0,101,16,126
8/24/2011,105,17,29.0,92,18,105
8/25/2011,83,19,28.0,152,18,152
8/26/2011,110,17,27.0,148,18,148
8/27/2011,126,14,34.0,79,13,126
8/28/2011,116,13,30.0,75,13,116
8/29/2011,98,12,23.0,66,11,98
8/30/2011,86,12,21.0,93,11,93
8/31/2011,83,14,36.0,95,14,95
9/1/2011,68,10,13.0,97,14,97
9/2/2011,92,11,25.0,76,10,92
9/3/2011,79,9,12.0,102,11,102
9/4/2011,94,11,17.0,98,14,98
9/5/2011,154,12,28.0,79,14,154
9/6/2011,112,12,22.0,71,13,112
9/7/2011,120,14,25.0,89,15,120
9/8/2011,92,16,28.0,159,16,159
9/9/2011,120,14,25.0,136,22,136
9/10/2011,94,13,22.0,117,16,117
9/11/2011,98,11,17.0,99,16,99
9/12/2011,122,14,27.0,86,16,122
9/13/2011,113,15,28.0,141,22,141
9/14/2011,88,14,25.0,70,12,88
9/15/2011,108,19,26.0,82,17,108
9/16/2011,94,13,34.0,89,20,94
9/17/2011,100,11,30.0,89,19,100
9/18/2011,148,12,26.0,87,16,148
9/19/2011,87,15,31.0,104,22,104
9/20/2011,81,16,31.0,125,23,125
9/21/2011,95,19,52.0,130,19,130
9/22/2011,76,19,29.0,177,30,177
9/23/2011,92,26,28.0,201,22,201
9/24/2011,88,19,25.0,138,22,138
9/25/2011,92,16,20.0,102,16,102
9/26/2011,80,25,24.0,147,18,147
9/27/2011,78,26,27.0,119,28,119
9/28/2011,91,24,27.0,127,19,127
9/29/2011,81,17,29.0,147,21,147
9/30/2011,100,23,28.0,112,23,112
10/1/2011,81,17,24.0,124,20,124
10/2/2011,91,18,18.0,114,15,114
10/3/2011,73,15,27.0,147,26,147
10/4/2011,71,18,25.0,107,18,107
10/5/2011,75,19,30.0,118,20,118
10/6/2011,73,21,28.0,99,26,99
10/7/2011,92,21,29.0,120,17,120
10/8/2011,74,19,26.0,61,14,74
10/9/2011,113,23,31.0,110,19,113
10/10/2011,83,16,34.0,107,19,107
10/11/2011,99,20,34.0,208,20,208
10/12/2011,93,23,33.0,205,29,205
10/13/2011,98,25,32.0,140,21,140
10/14/2011,100,21,29.0,102,23,102
10/15/2011,136,21,25.0,154,21,154
10/16/2011,129,17,40.0,77,17,129
10/17/2011,76,16,27.0,78,14,78
10/18/2011,89,17,25.0,80,16,89
10/19/2011,104,19,26.0,69,16,104
10/20/2011,73,17,32.0,120,20,120
10/21/2011,131,21,35.0,126,18,131
10/22/2011,99,18,30.0,100,16,100
10/23/2011,89,18,26.0,140,16,140
10/24/2011,82,17,22.0,77,11,82
10/25/2011,107,19,36.0,93,15,107
10/26/2011,81,18,39.0,138,24,138
10/27/2011,82,19,52.0,93,18,93
